Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,total transactions (including tnx to create contract),total Ether sent,total ether received,No. of txns from blacklisted addresses,No. of txns to blacklisted addresses,Total ether sent to blacklisted addresses,Total ether received from blacklisted addresses,Ratio of total sent to blacklisted addresses,Ratio of total received from blacklisted addresses,Confirmations,avg_gas_price_gwei,gas_price_std_dev,high_gas_price_ratio,low_gas_price_ratio,gas_price_coefficient_variation,total_failed_txns,failed_txn_ratio,max_consecutive_failures,failed_contract_interaction_ratio,total_erc721_transfers,erc721_incoming_ratio,erc721_outgoing_ratio,unique_erc721_tokens,external_txn_ratio,erc20_txn_ratio,erc721_txn_ratio,erc1155_txn_ratio,internal_txn_ratio,unique_wallets_interacted_with,unique_contracts_interacted_with,num_blacklisted_contracts_interacted,ratio_blacklisted_contract_txns
0xa584ff80ffc10b66345acd6cde5135a9e1f94805,0,10.53,16377.38,344146.08,21,21,0,42,242.9550172,243.00455,0,0,0.0,0.0,0.0,0.0,0,44.77873089762791,30.37629741370566,0.1627906976744186,0.2790697674418604,0.6783644110671927,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
0xa588dc13fb2ffb3a0e3dc03c1b8f0f6f1491d685,0,14.03,3753.03,22588.37,5,6,0,11,88.73523247,88.76366087,0,0,0.0,0.0,0.0,0.0,0,64.88012784072727,40.37701441844123,0.5454545454545454,0.4545454545454545,0.6223325348180853,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa590436257dfb3516295aba3c649b6b9c3532dde,0,7.11,0.0,21.33,3,1,0,4,100.998362,101.0,0,0,0.0,0.0,0.0,0.0,0,29.5000001,7.000000201999999,0.0,0.0,0.2372881416282677,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa59231a548615fcd9c0e4103001a55342c3defcd,0,0.0,1889.64,226757.38,0,120,1,121,0.0,29.94004981,0,0,0.0,0.0,0.0,0.0,0,25.292441439586774,8.231526663876101,0.099173554,0.0,0.3254540169061111,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0xa59821ebd695e8161f939c7687ef8699b37b6afe,0,0.0,0.0,57.7,1,1,0,2,0.479496,0.48,0,0,0.0,0.0,0.0,0.0,0,24.26192412,0.3704166463521719,0.0,0.0,0.015267406,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa59a2a7c427d53b2c26925dbcea1bbdaa395bf97,0,23.82,0.33,72.13,3,2,0,5,100.998446,101.0,0,0,0.0,0.0,0.0,0.0,0,30.800000161599996,8.438009464133115,0.0,0.0,0.2739613448006806,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa59ea89c271264fcd4d46886b8c3bd884fc3a0d1,0,105.03,0.0,315.08,3,1,0,4,100.9985356,101.0,0,0,0.0,0.0,0.0,0.0,0,23.43377151,0.6538243474448239,0.0,0.0,0.027900944,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa5a3b9aec870ab6e6b0b8ef6a1b97f97c0f23d54,0,27.51,6168.68,532844.45,85,86,0,171,88.36640094,88.42352281,0,0,0.0,0.0,0.0,0.0,0,24.26932353542774,8.152213549708753,0.040462428,0.005780347,0.3359060889277923,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0xa5a7f202c92d7fdcaf481ac05116eec717ec839a,0,4.83,168223.23,336456.13,2,2,0,4,24.9324492,24.935,0,0,0.0,0.0,0.0,0.0,0,33.65205389,21.210787971536817,0.4,0.2,0.6302969809541092,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa5a9d2beb1312fdfba81b8730cd468dfc42c4310,0,33.62,293.51,654.25,2,2,0,4,67.99898656,68.0,0,0,0.0,0.0,0.0,0.0,0,24.808983176749997,1.4504408584957291,0.0,0.0,0.058464341,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa5af05e779d6e79fa4bec351cd9eb33682520409,0,22.03,0.0,66.1,3,1,0,4,100.998446,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa5b9050033ed03d17215d7b71f6b997d7fa36f26,0,11.96,2306.89,472495.28,158,204,0,362,11.58139046,11.78949498,0,0,0.0,0.0,0.0,0.0,0,29.19188420142818,20.70663213465587,0.4558011049723757,0.2845303867403315,0.7093283870193902,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0xa5c2a61c370939ed47aeb526d033451b3a95ec8d,0,26.03,0.28,78.67,3,2,0,5,100.998488,101.0,0,0,0.0,0.0,0.0,0.0,0,30.40000016,8.763561141362569,0.0,0.0,0.2882750360124119,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa5ce98285509180c651ab85f823b2f3e2a7eab5d,0,942.02,6238.98,1122120.92,158,156,0,314,151.9251715,151.99840369999995,0,0,0.0,0.0,0.0,0.0,0,20.77899188273567,9.155513302344138,0.041401274,0.060509554,0.4406139313212323,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0
0xa5d08dc1b0e5b5416ce6af1412b7289b05da3411,0,107.14,0.97,323.35,3,2,0,5,100.9985118,101.0,0,0,0.0,0.0,0.0,0.0,0,23.7735086,0.5064501617997469,0.0,0.0,0.021303131,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa5d2f15c5ca397bec20eae95de249e2b4464ff58,0,3995.5,0.0,355599.63,89,2,0,91,500.0610393999999,500.0,0,0,0.0,0.0,0.0,0.0,0,20.802197802197803,1.8869127060994528,0.0,0.010989011,0.090707373,1,0.010989011,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
0xa5da57311bc233b112ab817c732804d2a4c0297c,0,6125.3,3720.11,1459809.6,228,17,0,245,429.94339,164.5002749,0,0,0.0,0.0,0.0,0.0,0,46.85468971279534,56.13451426638287,0.2435233160621761,0.5569948186528497,1.198055405135963,21,0.054404145,6,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0
0xa5dbeeed53380e990aea2f3c91bddfaff2ca95e2,0,0.0,40015.56,1050441.85,1,26,0,27,25.0,434.59261889999993,0,0,0.0,0.0,0.0,0.0,0,22.18581473,17.07815577440328,0.25,0.3214285714285714,0.7697781661102049,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
0xa5de5cf4aca16526d88a1c4990a2fb95844dacd0,0,2.11,0.0,6.32,3,2,0,5,2000.998585,2001.0,0,0,0.0,0.0,0.0,0.0,0,22.4588703,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa5e0c697fadede0933a53f3e8c4eb6b7570139ec,0,0.0,0.0,48.75,1,1,0,2,10.49895304,10.5,0,0,0.0,0.0,0.0,0.0,0,36.15699234,19.372069959524527,0.0,0.0,0.5357765872346915,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa5e4b6d279bdb23ebf9e8ef84ec77a80eae13acd,0,23.23,0.0,69.68,3,1,0,4,101.006652,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,1,0.25,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa5e9f3c535e6bebdd2a021715f64d1eff5911ab9,0,0.0,2044.89,229027.95,0,112,1,113,0.0,31.44866499,0,0,0.0,0.0,0.0,0.0,0,25.56503031217699,9.401525250321216,0.1150442477876106,0.0,0.3677494270696458,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0xa5ef58eee70f299e7fbbd44bb8ecf5e9dedc6f77,0,4577.54,5390.18,602476.25,101,26,0,127,3242.90945,3094.7476300000008,0,0,0.0,0.0,0.0,0.0,0,25.22649155841007,19.825675348273176,0.2086330935251798,0.2877697841726618,0.7859069622253374,7,0.050359712,2,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
0xa5f7cf9e78d2880af8d98c172cdd11cda5268078,0,21.77,0.0,65.3,3,1,0,4,100.9979647,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa613097d820753b524b30bee8511b651a63560e2,0,149125.42,64746.81,939867.53,5,3,0,8,0.244153229,0.60340545,0,0,0.0,0.0,0.0,0.0,0,64.092,135.94755760064913,0.1,0.8,2.1211314609654055,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
0xa6160a8757a1cb2496d4cc00102830bea918e1a1,0,6.67,18057.76,361282.05,19,20,0,39,40.18529705,40.22107819,3,0,0.0,9.08737664,0.0,0.2259356797217673,0,37.54721498,27.83286887268368,0.175,0.025,0.7412765203749556,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
0xa618909016bcb57951c46302bb36220a318527ca,0,27.66,29865.34,59786.0,2,2,0,4,2.848756653,2.85022361,0,0,0.0,0.0,0.0,0.0,0,38.51412838,14.781892017127182,0.0,0.0,0.3838044021178435,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa61a80ff90c5b4f884a217a6c5e679af0a54472c,0,2.5,26640.85,159860.1,6,6,0,12,40.25874634,40.26927854,0,0,0.0,0.0,0.0,0.0,0,25.465678714769233,8.985110058,0.076923077,0.0,0.352832146,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa61d4585c63abb251e97132e917d8b2339868ada,0,1.28,0.0,5.12,4,2,0,6,2000.998113,2001.0,0,0,0.0,0.0,0.0,0.0,0,22.4588703,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa61e37b0ed9f43f46f63c91aa6774f4d15ac0ce8,0,3.31,0.03,9.97,3,2,0,5,2000.998585,2001.0,0,0,0.0,0.0,0.0,0.0,0,22.4588703,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa62043c5c2b6520bd9efdcdd2777633afd27c869,0,20616.33,6455.83,260307.68,12,2,0,14,1.3,1.51137134,0,0,0.0,0.0,0.0,0.0,0,23.60420502171429,9.332251477999815,0.071428571,0.0,0.3953639391546875,1,0.071428571,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0xa62c8485b8fb46b0fc73cf1fe8218a004d980eff,0,18.27,41291.34,413096.08,10,10,0,20,60.60404774,60.60957934,0,0,0.0,0.0,0.0,0.0,0,27.985964349649997,15.267171232526431,0.05,0.0,0.5455295748176485,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa6327f56f45a41632601340a51af88b90a338af2,0,597.67,888.02,210785.2,5,234,0,239,49.71932624,49.72007927,0,0,0.0,0.0,0.0,0.0,0,7.263598326359832,6.322692658972847,0.1966527196652719,0.0,0.870462872,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa63f26b13a28bc0ecf9094f4691c1e3bf72c4c67,0,7398.79,3993.05,99708.08,7,12,0,19,133.3814174,133.3845044,0,0,0.0,0.0,0.0,0.0,0,22.570288485052632,6.698519312571512,0.052631579,0.0,0.2967848336102422,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
0xa641060c37ec987d905aaa77878715caab1aad6c,0,199.32,15815.89,991149.48,53,62,0,115,4.59447591,4.617176007,0,0,0.0,0.0,0.0,0.0,0,22.01448887967361,10.090765567807912,0.055555556,0.1041666666666666,0.4583692868347674,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0xa6416a7de047fea1411b0453c13d4e80bad8add1,0,0.0,2955.19,132983.35,0,45,1,46,0.0,1510.357301,0,0,0.0,0.0,0.0,0.0,0,21.558222941804345,3.344817407204444,0.02173913,0.0,0.1551527422382475,1,0.02173913,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0xa6474a6b54a640c5aec36e8a266ee05337e71100,0,34.23,0.0,68.45,2,2,0,4,100.9984687,101.0,0,0,0.0,0.0,0.0,0.0,0,32.500000201999995,8.698659132686297,0.0,0.0,0.2676510485729472,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa650e8f5031e60b2c25bd0a0dafcdec42e5c5a94,0,13.69,16639.25,299752.93,18,18,0,36,11.91645869,11.93125444,0,0,0.0,0.0,0.0,0.0,0,25.679073841583335,28.10052279040577,0.1944444444444444,0.3888888888888889,1.0942965842055123,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa652aa16cb22ee4b5b31ef9cf25a5023c2e0bd02,0,346.6,11476.83,425336.02,2,37,1,40,0.011310938,819.765709,0,0,0.0,0.0,0.0,0.0,0,25.55751786,14.53831377922072,0.075,0.025,0.5688468597796896,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
0xa65a66dba4c44768280db17a3246a69fe7465ea1,0,20.83,0.0,62.48,3,1,0,4,100.998446,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa65faf96f9e7efb0a91d147e534131153b4f9c9b,0,1.56,0.11,4.9,3,2,0,5,2000.998585,2001.0,0,0,0.0,0.0,0.0,0.0,0,22.4588703,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa669ed24346f7499e9249ed604d044edc0419b71,0,539.26,8898.72,180129.68,37,18,0,55,456.9287991000001,456.963535,0,0,0.0,0.0,0.0,0.0,0,23.82375777998182,7.610298107649427,0.072727273,0.0,0.3194415498147847,5,0.090909091,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
0xa66b70f866450c77b1f0300024068ae4777629b8,0,0.0,2073.64,319340.05,0,154,1,155,0.0,69.25874125,0,0,0.0,0.0,0.0,0.0,0,24.09365797165806,7.527134967897009,0.083870968,0.0,0.3124114643260627,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
0xa66c49025a6800f3cc7fb93adb7e497c7e2353a9,0,33.05,4062.44,20477.45,5,5,0,10,12.44669455,12.44937119,0,0,0.0,0.0,0.0,0.0,0,27.44897781,7.865031971,0.0,0.0,0.2865327818263587,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
0xa67402ac0c47570de0d6194ced20181130305565,0,19.42,0.49,78.67,4,2,0,6,100.99797,101.0,0,0,0.0,0.0,0.0,0.0,0,29.4447344,8.180171095669785,0.0,0.0,0.2778143957606826,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0xa67f0b02c028b234822f92794d602424ae464851,0,5.07,304.62,1238.77,4,4,0,8,2.007177605,2.01,0,0,0.0,0.0,0.0,0.0,0,22.09415273,0.675325721,0.0,0.0,0.030565812,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa6825b3c04fd2113464b581f2961b14b4d82d91c,0,396.14,615.65,9502.22,10,9,0,19,50.0181,50.02350136,0,0,0.0,0.0,0.0,0.0,0,24.127317336000004,5.885664066889179,0.1052631578947368,0.0,0.2439419179896668,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
0xa68667a56e889ee52dfca1614db7078ff0aab82c,0,19576.74,24124.77,984173.5,17,27,0,44,6.939762572,6.98155722,0,0,0.0,0.0,0.0,0.0,0,90.91191953175212,60.48184548144478,0.2222222222222222,0.3076923076923077,0.6652796002214071,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
0xa68b5746deaf18481a4ba57b61b69872381c9535,0,0.0,0.0,78.0,1,1,0,2,0.29695578,0.3,0,0,0.0,0.0,0.0,0.0,0,20.11979451,2.8818231417715308,0.0,0.0,0.1432332293550993,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0xa68c5017f1592337435e1d530dc95f2fcc7f7e3d,0,162.48,0.29,325.83,2,3,0,5,100.9990158,101.0,0,0,0.0,0.0,0.0,0.0,0,23.7735086,0.5064501617997469,0.0,0.0,0.021303131,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa693caed502f4d571106a62d764a5a34cc0501e9,0,90.17,4632.18,405491.32,79,86,0,165,486.1540929,486.210785,0,0,0.0,0.0,0.0,0.0,0,22.578122425791666,6.277855901276642,0.041666667,0.011904762,0.278050397,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
0xa69aab400dfcd57a169f73450d6c9f380f871e90,0,0.0,25195.67,226761.07,0,9,1,10,0.0,18.81734066,0,0,0.0,0.0,0.0,0.0,0,21.41611787,17.044672319848583,0.3,0.3,0.7958805802530161,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
0xa6a15d8d62e408a26003c59e68b1f356d06700f9,0,6655.9,2979.73,419515.92,59,9,0,68,80.32972241,76.83419497,0,0,0.0,0.0,0.0,0.0,0,34.80875972692647,17.755641741233024,0.3235294117647059,0.0,0.510091192,11,0.1617647058823529,4,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
0xa6a3e96b0722448c81c0d7ffe6ef63ef90e13465,0,9.06,658.83,1335.77,2,2,0,4,0.54387009,0.54479409,0,0,0.0,0.0,0.0,0.0,0,21.25,1.8929694486000912,0.0,0.0,0.089080915,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6a5f766c9556bb0e674fbb428e0e97a38176335,0,21.17,0.0,63.52,3,1,0,4,100.998446,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6a635b32d5d212f3e54e877befab4c64af449d8,0,8752.41,27148.97,1518063.67,99,24,0,123,28.91367082,27.52730349,0,1,0.005,0.0,0.000170884,0.0,0,29.588393708962123,13.983775414806628,0.106060606,0.1439393939393939,0.4726101576298492,14,0.106060606,5,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
0xa6b3b391d7432c2453b84aeaaeeb59c7e742859b,0,0.0,38950.08,228586.02,1,2,0,3,2.999559,3.0,0,0,0.0,0.0,0.0,0.0,0,34.76899936,17.897432649567737,0.3333333333333333,0.0,0.5147525951289627,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0xa6b9cde66be12a1aab4588ce410e05359b748a0b,0,11.12,4691.14,79938.35,17,17,0,34,7.800044535,7.80878984,0,0,0.0,0.0,0.0,0.0,0,24.9689658,8.171158631280855,0.058823529,0.0,0.3272525861789043,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
0xa6c7b0b72cfb93f847e0dcc4fdebb8b401b12409,0,161.63,0.9,325.07,2,2,0,4,100.9989738,101.0,0,0,0.0,0.0,0.0,0.0,0,24.21688575,1.3031118029485182,0.0,0.0,0.053810049,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6cd86b238480929ba311f3729edd497ac155577,0,0.0,6644.08,1036477.12,0,156,1,157,0.0,681.767321,0,0,0.0,0.0,0.0,0.0,0,35.45636521151073,33.21981228277112,0.042918455,0.1330472103004291,0.936920976,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
0xa6d15543429015c2ecdb743c8d3cc38747517ca0,0,155.98,0.0,311.97,2,1,0,3,100.9990158,101.0,0,0,0.0,0.0,0.0,0.0,0,23.62251434,0.6538243474448239,0.0,0.0,0.027678017,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0xa6d27991695794d8dfd5c8579b88a04aa0cd02f7,0,0.0,33349.91,200099.48,0,6,1,7,0.0,54.95,0,0,0.0,0.0,0.0,0.0,0,29.45584871,11.464573909840572,0.1428571428571428,0.0,0.3892121399420979,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0xa6d660e3de25193a76eecabc223638c20e7f90ab,0,22.77,0.0,68.3,3,1,0,4,100.998446,101.0,0,0,0.0,0.0,0.0,0.0,0,28.5000001,7.724420351327343,0.0,0.0,0.2710322920685292,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6dce128e86264c0e0a99abdf2b7ecc9a9b08ff8,0,1.24,0.07,3.87,3,2,0,5,2000.998585,2001.0,0,0,0.0,0.0,0.0,0.0,0,22.4588703,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0xa6e9c86b62eca2881752c5fee733a0c937a1de6d,0,76.89,0.0,307.57,4,1,0,5,100.9980316,101.0,0,0,0.0,0.0,0.0,0.0,0,23.5470172,0.6202722382796806,0.0,0.0,0.02634186,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6ec666a0f890473af86e6f7eaad2dba2a57c345,0,1522.03,29572.18,495985.32,15,16,0,31,893.4892871,893.4986386,0,0,0.0,0.0,0.0,0.0,0,25.23840341696774,8.162264761871889,0.064516129,0.0,0.3234065414924151,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
0xa6ed88364cde9485a1c5d8b057de3ba73a9a1de2,0,161.49,0.88,324.73,2,2,0,4,100.9989738,101.0,0,0,0.0,0.0,0.0,0.0,0,24.21688575,1.3031118029485182,0.0,0.0,0.053810049,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa6fe0fc0a07dccdb3da44ba076bfe1f14802b8b8,0,1045.07,4370.72,800697.08,5,182,0,187,87.10002492,95.74984148,0,0,0.0,0.0,0.0,0.0,0,20.28126089079253,34.28091324135633,0.1576763485477178,0.3983402489626556,1.6902752459991028,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
0xa7004dbfda059f156ec851cd2f0df642616589b8,0,0.0,1889.87,226784.58,0,120,1,121,0.0,31.12100307,0,0,0.0,0.0,0.0,0.0,0,24.842407621933887,8.479505846177139,0.090909091,0.0,0.3413318859920164,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0xa7029c07b5d5b178449539fb895aaf4c2bbafb18,0,163.19,0.37,327.12,2,2,0,4,100.9990158,101.0,0,0,0.0,0.0,0.0,0.0,0,23.71688575,0.5662284945000007,0.0,0.0,0.023874488,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0xa70d30d95e31cef65079a8e298a7c26ac32d8ab7,0,60.9,12401.59,610540.5,47,49,0,96,81.29837521,81.31811521,0,0,0.0,0.0,0.0,0.0,0,26.285776253427084,10.773523328385505,0.010416667,0.0,0.4098613343016977,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0xa70ff822792564dbdece582a2d5f24d0d2725b72,0,0.0,19842.23,39684.47,0,2,1,3,0.0,1.137,0,0,0.0,0.0,0.0,0.0,0,20.819623434666667,1.4196294319167777,0.0,0.0,0.068187085,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0xa713d76bdf5ec8d674d67b691a37728969d8bed8,0,159.58,0.0,319.15,2,1,0,3,100.9990158,101.0,0,0,0.0,0.0,0.0,0.0,0,23.62251434,0.6538243474448239,0.0,0.0,0.027678017,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0xa717310f71b2e7809c8941d14e95ef6fba990c16,0,2182.94,1533.33,978490.35,319,184,0,503,1340.7021,1275.98427,0,0,0.0,0.0,0.0,0.0,0,37.16937911589841,37.25505056126801,0.1855123674911661,0.3144876325088339,1.0023048930976883,38,0.033568905,4,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0
0xa718b6e6df26b118e241511d52158e384c0a13ea,0,12574.41,3628.85,149205.1,11,3,0,14,4.967601185,3.99,0,0,0.0,0.0,0.0,0.0,0,33.16929409685714,13.73934612979504,0.3571428571428571,0.0,0.4142188281027322,2,0.1428571428571428,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
